mmsi,start_time,end_time,is_fishing
224068000,2012-06-01T00:08:10Z,2012-06-09T03:37:50Z,1
224068000,2012-06-09T05:52:47Z,2012-07-08T14:44:12Z,0
224068000,2012-07-08T15:44:08Z,2012-07-13T16:14:39Z,1
224068000,2012-07-14T00:12:19Z,2012-07-14T12:06:26Z,0
224068000,2012-07-14T13:30:25Z,2012-07-15T16:01:49Z,1
224068000,2012-07-16T01:35:22Z,2012-07-16T15:19:21Z,0
224068000,2012-07-17T00:54:45Z,2012-08-20T13:12:40Z,1
224068000,2012-08-20T13:13:54Z,2012-09-06T04:28:41Z,1
224068000,2012-09-06T12:49:36Z,2012-09-10T09:35:27Z,0
224068000,2012-09-10T14:10:31Z,2012-09-11T15:02:35Z,1
224068000,2012-09-11T16:40:23Z,2012-09-12T15:17:04Z,0
224068000,2012-09-12T17:33:07Z,2012-09-13T14:04:46Z,1
224068000,2012-09-13T14:53:00Z,2012-09-13T16:59:08Z,0
224068000,2012-09-14T00:24:12Z,2012-09-15T16:52:16Z,1
224068000,2012-09-16T01:22:51Z,2012-09-16T08:04:01Z,0
224068000,2012-09-16T13:39:36Z,2012-09-20T02:22:28Z,1
224068000,2012-09-20T03:16:48Z,2012-09-20T03:32:42Z,0
224068000,2012-09-20T04:32:45Z,2012-09-20T06:18:42Z,1
224068000,2012-09-20T09:24:55Z,2012-09-20T09:36:14Z,0
224068000,2012-09-20T12:46:15Z,2012-09-24T15:28:36Z,1
224068000,2012-09-24T23:53:05Z,2013-01-01T15:25:15Z,0
224068000,2013-01-01T19:08:28Z,2013-01-04T18:26:36Z,1
224068000,2013-01-04T19:42:57Z,2013-01-05T16:31:09Z,0
224068000,2013-01-05T18:56:50Z,2013-01-06T10:15:22Z,1
224068000,2013-01-06T11:41:48Z,2013-01-06T20:02:44Z,0
224068000,2013-01-07T00:28:25Z,2013-01-07T14:46:59Z,1
224068000,2013-01-07T15:13:24Z,2013-02-13T15:14:20Z,0
224068000,2013-02-13T18:53:31Z,2013-02-16T16:50:08Z,1
224068000,2013-02-16T18:01:20Z,2013-02-17T04:44:49Z,0
224068000,2013-02-17T13:32:30Z,2013-03-02T20:54:33Z,1
224068000,2013-03-03T01:18:18Z,2013-03-03T16:51:05Z,0
224068000,2013-03-03T18:20:20Z,2013-03-11T16:34:09Z,1
224068000,2013-03-12T02:04:47Z,2013-03-12T17:11:20Z,0
224068000,2013-03-13T03:13:06Z,2013-03-23T03:15:07Z,1
224068000,2013-03-23T03:58:05Z,2013-03-23T15:57:53Z,0
